lemma,HasProperty,MotivatedByGoal,CapableOf,NotUsedFor,HasFirstSubevent,Desires,InstanceOf,DerivedFrom,HasSubevent,RelatedTo,CausesDesire,MadeOf,SymbolOf,PartOf,EtymologicallyDerivedFrom,UsedFor,AtLocation,Synonym,IsA,Causes,TranslationOf
溫暖,"太陽,家,愛","抱抱,喝熱湯,擁抱",毯子,,,"小雞,寵物",,,,,,"友情,家庭","橘色,黃色,太陽,家,紅色",棉被,,,媽咪,,"親情,愛,友情","擁抱,太陽,親情,棉被,愛情,愛,養寵物,春天的風,媽媽來看我,暖爐,寵物,家庭,主人,外套,抱妳,關心,人,溫馨",
溫情,,,,,,,,,,,,友情,,,,,,,,人,
溫柔,"女人,女朋友,主人,爸爸,媽媽,人,小學老師,母親,古典音樂,情人","微笑,親親","男朋友,女人,親吻",,"示愛,很愛我","女人,男人",,,釣男人,,,"愛,男人",女人,,,,,,"撒嬌,母愛","體貼,愛,喜歡的人,帥哥,愛上五月天",
溫和,家庭,,,,,,,,,,,,綠色,,,,,,,,
毀壞,,,,,,,,,,,,,,,,,,,,"地震,颱風",
毀謗,,,,,,"老師,總統,警察",,,,,,,,,,,,,,,
毀滅,,和平,"地球,人",,,"人類,地球,世界",,,,,,,,,,,戰爭,,,"戰爭,世界末日,人類,隕石,核爆,邪惡,放縱自己,末日,無知,化學,火災,科技,憎恨,知識,貪污,馬皇,大爆炸,情侶,阿扁,核子武器,災難,財富","/c/en/ruin/n/remains_of_destroyed_construction,/c/en/destruction/n/act_of_destroying,/c/en/destruction/n/results_of_a_destructive_event"
毀損,,,,,,假人,,,,,,,,,,,,,,,
毀傷,,,,,,,,,,,,,,,,,,,,,
毀棄,,,,,,,,,,,,,,,,,,,,,
毀敗,,,,,,,,,,,,,,,,,,,,,
毀掉,,,,,,,,,,,,,,,,,,,,,
極樂,,,,,,,,,,,,,,,,,,,,,/c/en/bliss/n/perfect_happiness
極端,,,,,,,,,,,,,,,,,,,,,
極好,,,,,,,,,,,,,,,,,,,,,
業障,,,大話新聞,,,,,,,,,,,,,,,,,,
會厭,,,,,,,,,,,,,,,,,,,,,
暗喜,,,,,,,,,,,,,,,,,,,,,
暗送秋波,,,,,,,,,,,,,,,,,,,,,
暗笑,,,,,,,,,,,,,,,,,,,,,/c/en/chuckle/v/to_laugh_quietly_or_inwardly
暖和,暖气,,,,,,,,蓋棉被,,,,,,,,,,,"吃火鍋,皮毛",
敬意,,,,,,,,,,,,,,,,,,,,,
敬重,,,,,,,,,,,,,,,,,,,,,
敬畏,,,,,,,,,,,,,,,,,,,,老師,/c/en/awesome/a/causing_awe_or_terror
敬而遠之,,,,,,,,,,,,,,,,,,,,蠻牛,
搖頭擺尾,,,,,,,,,,,,,,,,,,,,,
搖頭晃腦,,頭動,,,,,,,"聽音樂,戴耳機,聽歌,聽歌時",,,,,,,,,,,,
搔頭弄姿,,,,,,,,,,,,,,,,,,,,,
搏鬥,,,,,,,,,,,,,,,,,,,,,"/c/en/wrestle/v/to_contend,_with_an_opponent,_by_grappling_and_attempting_to_throw"
損壞,,,"馬桶,鍵盤",,,,,,,,,,,,,,,,,,
損傷,,,,,,,,,,,,,,,,,,,,,"/c/en/trauma/n/any_serious_injury_to_the_body,_often_resulting_from_violence_or_an_accident"
損害,,,,,,,,,,,,,,,,,,,,,"/c/en/detriment/n/harm,_hurt,_damage,/c/en/damage/n/abstract_measure_of_something_not_being_intact;_harm"
損失,,,,,,老闆,,,,,,,,,,,,,,"颱風,火災,地震,災難,小偷,買彩券,風災,豪雨,龍捲風,投資,彩券,怠惰,不擇手段,海嘯,粗心,爆炸,偷懶,謊言,失敗,買威力彩,無知,花博,高傲",/c/en/damage/n/cost_or_expense
損人,,,,,,,,,,,,,,,,,,,,,
慍,,,,,,,,,,,,,,,,,,,,,
慌裡慌張,,,,,,,,,,,,,,,,,,,,,
慌慌張張,,,,,,,,,,,,,,,,,,,,,
慌亂,,,,,,,,,"火災,荒郊野外,一半學分被當",,,,,,,,,,,"約會等不到人,上ptt,睡過頭,說謊",
慌張,,,,,,,,,"地震,火災,打麻將,淹水,地震時,緊張,逃命,失火,遲到,打119",,,,,,,,,,,"功課做不完,沒錢,颱風,下地獄,中共打過來,停電",
慌忙,,,,,,,,,,,,,,,,,,,,,/c/en/rush/a/very_busy
慌手慌腳,,,,,,,,,,,,,,,,,,,,,
慌,,,,,,,,,看恐怖片,,,,,,,,,,,,
愷,,,,,,,,,,,,,,,,,,,,,
愧對,,,,,,,,,,,,,,,,,,,,,
愧赧,,,,,,,,,,,,,,,,,,,,,
愧恨,,,,,,,,,,,,,,,,,,,,,
愧疚,,,,,,,,,,,,,,,,,,,,"說謊,心虛,做壞事",
愧怍,,,,,,,,,,,,,,,,,,,,,
愧,,,,,,,,,,,,,,,,,,,,,
感觸,,,,,,,,,情人節,,,,,,,,,,"傷心,寂寞",,
感覺到,,,,,,,,,,,,,,,,,,,,,
感覺,,談戀愛,,,,,,,,,,"愛情,戀愛,閱讀的習慣",,喜歡,,,,,"快樂,愛,思念,愛情,戀愛,幸福,開心,想念,恨,難過,寂寞,傷心,無聊,喜歡,爽,寂靜,動心,情,生氣,心情,心痛,困擾,必要,歡樂,感動,曖昧,痛,羞恥,感情,笑,美,享受,氣氛,情緒,悲傷,孤獨,飢餓",,
感懷,,,,,,,,,,,,,,,,,,,,,
感謝,,"禮物,擁抱",,,,,,,,,拿書卷獎,,握手,,"/c/ms/kamsia,/c/ms/کمسياه,/c/ms/کمسيا,/c/ms/kamsiah",,"喜悅,感激的情緒,溫情,感激之情,感恩的情緒,親情,溫暖,感恩的心情,感激",,感激,關心,/c/en/thank/v/express_gratitude_or_appreciation_to_someone
感激,,,,,,,,,,,,,,,,,,,,"老師,作善事",
感歎,,,,,,,,,,,,,,,,,,,,,
感傷,敗犬女王,,"情歌,癌症",,,,,,謝師宴,,,,,,,,,,,"畢業,分手,看書,失戀,冷淡,分離,生離死別,離別,失敗,離開,中年,老年,說再見,傷心的事","/c/en/sentimental/a/characterized_by_sentiment,_sentimentality_or_excess_emotion,/c/en/grief/n/sadness"
感慨萬端,,,,,,,,,,,,,,,,,,,,,
感慨萬分,,,,,,,,,,,,,,,,,,,,,
感慨萬千,,,,,,,,,,,,,,,,,,,,望著窗外,
感慨不已,,,,,,,,,,,,,,,,,,,,,
感慨,,嘆氣,,,,,,,"悲傷,災難日",,,,,,,,,,,"唉,武則天,遇到分手戀人",
感情,,,,,,,,,,,,"愛情,情人,人生,家庭,愛心,愛情的元素,戀愛,師生戀,歌詞",愛情,"愛情,女朋友,快樂,秘密",,,,,"愛情,思念,愛,親情,快樂,友情,想念,禮物,歡樂",,
感動,,"哭,流淚,哭泣,想哭,大叫",,,,,,,"求婚,感性",,,"愛,愛情",眼淚,,,,,,戀愛,"親情,看電影,愛情,愛,大哭,日劇,貼心,友情,漫畫,關心,感性,看電視,聽音樂,看海角七號,驚喜",
感恩,,,,,吃飯,,,,"盛飯,得到愛",,,人生,,,,"心,火雞,卡片,嘴巴,笑容,手",,,感激,"吃飯,被愛,愛,心懷善念,公司不裁員,回憶過往,考上國考,飲水思源,別人對自己好,惜福",
感念,,,,,,,,,,,,,,,,,,,,,
感到,,,,,,,,,,,,,,,,,,,,,
感,,,,,,,,,,,,,,,,,,,,,
愛戀,,,,,,,,,,,,,感情,,,,,,暗戀,美貌,
愛護,,,,,,,,,,,"女友,可愛,女朋友,梵谷的畫,花花草草,倔強,古蹟,心疼,喜歡的人,保育類動物,疼惜",,女孩,,,,家庭,,,,/c/en/cherish/v/to_nurture_with_care
愛憐,,,,,,,,,,,,,,,,,,,,,
愛慕,,禮物,,,,,,,,,,,,,,,,,,"魔法少女奈葉,正妹",
愛莫能助,,,,,,,,,,,,,,,,,,,,,
愛惜,,,,,,,,,,,,,,,,,,,,"貴,關心,愛",
愛情,,"結婚,努力,變漂亮",,,,"女人,我,人,男人",,,,,,女人,"紅色,玫瑰,玫瑰花,愛心",,,,,,,,
愛好,,,,,,,,,,,,,,,,,,,車子,,
愛心,,,媽媽,,,,,,"古道熱腸,作公益,幫助別人",,,"愛情,麵包,愛,學校,房子,人道救援,太陽餅,快樂,愛心捐款,美麗,蛋糕,壽司,故事",紅色,,,,"寵物,慈悲,溫暖",,捐款,樂透,
愛不釋手,,,冰淇淋,,,,,,,,,,,,,,,,,玩電腦,
愛上,,,,,,,,,,,"幽默,用心,認真,發呆,專心",,,,,,,,,"天氣好,好吃的食物,她",/c/en/fall_in_love/v/to_come_to_have_feelings_of_love
愛人,,"快樂,戀愛","大家,你,人,每個人,眾人",,,孔雀,,,,,,,閃光,,,,"聯誼,網路,交友網站,朋友中,溫暖",,,愛,
愛,,"做愛,付出,結婚",,,,女人,,,,,,"愛情,家庭,人,幸福",紅色,,,,,,,"喜歡,可愛,人,恨,做愛,在乎",
愚蠢,"愛情,總統",,無知,,,聰明,,,,,,,笨蛋,,,,,,天真,,"/c/en/idiotic/a/pertaining_to_or_resembling_an_idiot,/c/en/idiotically/r/in_an_idiotic_manner"
愚笨,,,,,,,,,,,,,,,,,,,,"不讀書,笨","/c/en/fatuous/a/obnoxiously_stupid,_vacantly_silly,_content_in_one's_foolishness"
意欲,,,,,,,,,,,,,,,,,,,,,
意在,,,,,,,,,,,,,,,,,,,,,
愁腸百結,,,,,,,,,,,,,,,,,,,,,
愁悶,,喝酒,,,,,,,,,,,,,,,,,,,"/c/en/discourage/v/to_dishearten,/c/en/dishearten/v/discourage_someone_by_removing_their_enthusiasm_or_courage"
愁悵,,,,,,,,,,,,,,,,,,,,,
愁苦,,,,,,,,,,,,,,,,,,,,,
愁眉鎖眼,,,,,,,,,,,,,,,,,,,,,
愁眉不展,,,,,,,,,,,,,,,,,,,,,
愁思,,,,,,,,,,,,,,,,,,,,,
愁,,,,,,,,,,,,,,,,,,,,,
惹惱,,,,,,,,,,,,,,,,,,,,,
惹氣,,,,,,,,,,,,,,,,,,,,,
想望,,,,,,,,,,,,,,,,,,,"期待,未來",,
想要,,"買東西,交配,做愛,撒嬌,去酒店,去得到,看電影,喜歡,獲得",,,,,,,,,,,,,,,,,,"喜歡,飢渴,愛,欲望,一百分,撿到錢",/c/en/intend/v/to_fix_the_mind_upon_a_goal
想念,,"哭,寫信,相思",,,,,,,"愛,下雨",,,,,,,,,,思念,"愛,失去,回憶,寂寞",
想不開,,"自殺,結婚,跳樓,找張老師,自殘,困惑,哭,想體驗死亡",,,,,,,悲傷的時候,,作弊,,,,,"家人,安眠藥,繩子,張老師",,,,"難過,缺錢,被罵,壓力,悲傷,愛,失戀後,不景氣,痛苦,喜歡,失戀,失業,鬱悶,富士康,破產",
想,,"寫字,犯罪,上網,畫圖,累,養寵物,看電視,我","手機,人,鬧鐘,你,小朋友,腦袋瓜",,寫功課,你,,,"考試不會寫,題目,看書",,小蘿,,,,,,,,,"老師,打麻將,動腦,思考",
微醺,,,,,,,,,,,,,,,,,,,,,
微笑,,,"快樂,人",,開心,,,,"開心,快樂,高興,心情好,禮貌,拍照,喜悅,幸福,滿足",,"心情好,開心,快樂",快樂,,,,"嘴巴,臉,嘴唇",,,,"開心,快樂,高興,愉快,心情好",
徬徨,,"找人聊,解答,幫助",躊躇,,,失望,,,,,,,,,,,,,,沒事做,
幹林老木,,,,,,,,,,,,,,,,,,,,,
幹你祖母,,,,,,,,,,,,,,,,,,,,,
幹你娘,,,,,,,,,,,,,,,,,,,,,
幹你老母,,,,,,,,,,,,,,,,,,,,,
幹他娘,,,,,,,,,,,,,,,,,,,,,
幹,,,,,,,,,,,,,,,,,,,,"教授當你,踩到不明物","/c/en/get_up_to/v/to_do_something,_especially_something_that_you_should_not_do"
嫌憎,,,,,,,,,,,,,,,,,,,,,
嫌隙,,,,,,,,,,,,,,,,,,,,,
嫌疑,,,,,,,,,,,,,,,,,,,,,"/c/en/suspicion/n/act_of_suspecting_something_or_someone,_especially_of_something_wrong,/c/en/suspect/v/distrust,_have_doubts_about"
嫌棄,,,,,,,,,,,,,,,,,,,,摳門,
嫌惡,,,,,,,,,,,,,,,,,,,,,
嫌怨,,,,,,,,,,,,,,,,,,,,,
嫌,,,,,,,,,,,,,,,,,,,,,
嫉賢妒能,,,,,,,,,,,,,,,,,,,,,
嫉恨,,,,,,,,,,,,,,,,,,,,,
嫉妒,,,,,,,,,,,,,,,,,,,,"心眼小,朋友,考100,偏愛,妻妾成群,智商高,吃不胖的人,有錢,貪心,有錢人,炫耀,開跑車,在乎,樹大招風,看別人被誇獎,不公平,家財萬貫,比基尼美女,誠實,長得太漂亮",/c/en/jealousy/n/jealous_attitude_(e.g._fear_of_infidelity)
嫉,,,,,,,,,,,,,,,,,,,,,
媽寶,,,,,,,,,,,,,,,,,,,,,
媽的,,,,,,,,,,,,,,,,,,,,,
奧客,,,,,,"老闆,店員,員工,打工生,工讀生,服務生,公務員,廚師,領班,小吃攤,小業務員,房仲,上班族,小攤販,店家,服務業,歐洲,司機,導遊,櫃姐,大家,店,lock醬,服務人員,臉臭臭賣票員,計程車司機",,,,,,,,,,,,,,,
塌實,,,,,,,,,,,,,,,,,,,,,
嗲聲嗲氣,,,,,,,,,,,,,,,,,,,,,
嗤之以鼻,,,,,,,,,,,,,,,,,,,,,
嗟歎,,,,,,,,,,,,,,,,,,,,,
嗜睡,,"睡覺,愛睏",,,,,,,"周公,貪睡,想睡覺,生病",,,,,,,,,,,"吃藥,感冒,生病,憂鬱症,睡眠不足,睡覺,低血糖,吃安眠藥,吃感冒藥,安眠藥,熬夜,頭痛,淋雨,吃退燒藥,沒睡飽,顱內壓升高,頭部外傷",
嗜書如渴,,,,,,,,,,,,,,,,,,,,,
嗜,,,,,,,,,,,,,,,,,,,,,
嗚咽,,,,,,,,,,,,,,,,,,,,,
嗔怪,,,,,,,,,,,,,,,,,,,,,
嗔,,,,,,,,,,,,謊言,,,,,,,,癡,
勢利,,,,,,,,,,,,,,,,,,,,,/c/en/snobbery/n/the_property_or_trait_of_being_a_snob
勢成騎虎,,,,,,,,,,,,,,,,,,,,,
傾心,,,,,,,,,,,,,,,,,,,,,
傻樂,,,,,,,,,,,,,,,,,,,,,
傻眼,火星人,尷尬,認錯人,,,,,,"無話可說,被噓文,無言以對,不知所措,很意外,那瞬間,不尋常",,,,,,,,,,,"看到題目,政府,教授點名,老配少,檳榔西施,笨蛋,脫光光,他吃掉一頭牛,機車的人,螞蟻賣一百,查稅,洗錢,睫毛,錢掉進水溝,狗狗起飛",
傻笑,,,"笨蛋,嬰兒,上課,孫悟空,海綿寶寶",,,微笑,,,"尷尬,做夢,開心,幻想,看漫畫,自拍,開心的時候,發呆,裝傻,心虛,睡覺",,"尷尬時,想到考試滿分",笨蛋,,,,,,,,"開心,發呆,戀愛,高興,思念,裝傻,害羞,傷心,太開心,愉悅,戀愛中,無言,不響面對,緊張,逃避",
傻子,,國軍巨乳公仔,,,,,,,,,,,,,,,"傻氣,笑容,天真,笑點",,"傻瓜,章魚哥",,
傻,呆子,"笑,白癡,腦殘",笨蛋,,,笨笨,,,,,,,笨蛋,,,,,,思念,"耍呆,做傻事,想不透,考不好",
傷感,,"哭泣,呼吸,抽菸,沉思,睡覺,吹風",,,,,,,,,,,,,,,,,,"失戀,被誤會,小貓死掉,離開家鄉,分離,思念,小鴨死掉,和朋友吵架",
傷勢,,,,,,,,,,,,,,,,,,,,自殺,
傷痛,,,,,,,,,,,,,,,,,,,"思念,孤單,病","愛情,車禍,分手,打架,運動,生病,轉學,背叛,失戀,害情,搬家,男友揍你,跌倒,打人,離婚,地震",
傷殘,,,,,,,,,,,,,,,,,,,,"跳樓,車禍","/c/en/disability/n/absence_of_physical,_intellectual,_or_moral_fitness"
傷悲,,,,,,,,,,,,,,,,,,,,愛情,
傷逝,,,,,,,,,,,,,,,,,,,,,
傷痕,,,,,,,,,,,,,,,,,,,,"打架,失戀,打鬥",
傷神,,,哭紅了眼,,,,,,,,,,,,,,,,,"上法院,愛情",
傷害,,,,,,"寵物,他,主人,悲傷,蜥蜴,情侶",,,,,,,綁架,,,,,,,"運動,打架,打人,犯罪,地震,颱風,欺騙,飆車,告白,水災,小刀,打劫,做壞事,瘋子,流言,跌倒,錯愛,土石流,壞人,外遇,得罪人,玩火,吵架,粗心,被打,善意謊言,工作,摔車,放火,災難,發飆,言語,噪音,撒謊,男朋友變心,藥,被人打,失戀,愛情,石頭,腦殘,被狗咬",
傷心,分手,"哭,哭泣,流淚,哭哭,難過,睡覺,想哭,大哭",,,哭,,,,"失戀,難過,哭",,,,"眼淚,流淚",,,,,,,"失戀,分手,難過,被罵,死亡,考不好,被當,吵架,愛情,落榜,沒錢,失敗,考試考不好",
傷天害理,,,,,,,,,,,,,,,,,,,,,
傷亡,,,,,,,,,,,,,,,,,,,,"地震,火災,戰爭,颱風,打架,海嘯,風災,車禍,水災,飆車,大地震,意外,暴風雨,禍,自殺攻擊,革命,淹水,莫拉克,說謊,大爆炸,玩火,土石流,地震來了,天災,災難,爭鬥,甲午戰爭,警匪槍戰,二次大戰,天災人禍,打雷,爆炸,薔薇戰爭,南北韓開戰",
傷人,錯誤,,"猛獸,杯子,老虎,文字",,,,,,,,,,,,,,,,,,
傷,,,,,,快樂的人,,,,,,,,,,,,,失戀,"打人,被打",
債務,,還錢,,,,"父母,老師,爸爸,人們,姊姊,你,商人,房東,哥哥,大學生",,,,,,,,,,,,,"責任,愛,活在世上","賭博,戰爭",/c/en/liability/n/debt
傳情,,,,,,,,,,,,,,,,,,,,,
傲慢,,,公主病患者,,,,,,,,,,,,,,"驕矜,無禮,沒禮貌,自傲,驕傲",,,,"/c/en/contumely/n/offensive_and_abusive_language_or_behaviour,/c/en/haughty/a/disdainful,_supercilious;_in_demeanour_conveying_the_assumption_of_superiority"
催人奮進,,,,,,,,,,,,,,,,,,,,,
催人淚下,,,,,,,,,,,,,,,,,,,,,
亂,,,小孩,,,,,,,,,,,,,,,,,"戰爭,懶散,混沌,情,自由",/c/en/disorderly/a/not_in_order
黑下臉,,,,,,,,,,,,,,,,,,,,,
飲泣吞聲,,,,,,,,,,,,,,,,,,,,,
飲泣,,,,,,,,,,,,,,,,,,,,,
順利,,,,,,,,,,,,,百合,,,,,,,"拜拜,不殺生,運氣,多拜拜,愛情,坐的直,好運,不造口業,聰明,做善事,放心,祈求","/c/en/favourable/a/opportune,/c/en/prosperous/a/favorable"
順心,,笑,,,,,,,,,,,,,,,,,,談戀愛,
雅緻,,,,,,,,,,,,,,,,,,,,,
隆重,,,,,,,,,,,,,,,,,,,,,
陽光,,"運動,出門",運動,,,"吸血鬼,植物,宅男,樹,殭屍,花,蝙蝠,黴菌,鬼,阿飄,我,草,人",,,,,天氣陰霾,"地球,樹,大樹","黃色,太陽,向日葵,橘色,紅色",,,,,,,"運動,太陽,快樂,晴天,開心,夏天",
閒話,,,,,,,,,,,,,,,,,,,,,"/c/en/chatter/n/talk,_especially_meaningless_or_unimportant_talk"
閒散,,,,,,,,,,,,,,,,,,,,,
開懷大笑,,,看連續劇,,,,,,"開心,中樂透,心情好,得到愛,學校,發票中獎,撿到一百元,笨版",,"滿足,快樂,好笑,高興",,,,,,,,,"開心,快樂,中樂透,看電視,興奮,上榜,吃大餐,在眾人前放屁,看到妳,看喜劇,心情好,聽到笑話,冷氣,升官,看到正妹,看笨板,打牌,結婚,分享趣事,好事發生,看完銀魂,撿到錢,高興,看照片,考一百分,聽笑話",
開懷,,大笑,,,,,,,,,,,,,,,,,,玩遊戲,
開顏,,,,,,,,,,,,,,,,,,,,,
開朗,你的個性,"快樂,多找人聊心事,多做健康的,走向戶外",打招呼,,,,,,,,,,"黃色,向日葵,橘色,幽默,熱情,紅色",,,,,,,"快樂,散步,笑,開心",
開玩笑,,"對方彭場,找人",姐姐,,,"就可人,小孩",,,"愚人節,虧妹,開心,調皮",,"營造幽默形象,想拉距離,想紓緩氣氛,心情好時,同事好欺負,熟人,家人,讓氣氛輕鬆點",小s,,,,,,,,,
開明,,,,,,,,,,,,,,,,,,,,,
開心,,"唱歌,笑,大笑,跳舞,大叫,吃飯,吃東西",,,,,,,,,,,,,,,,,,"吃飯,看電視,唱歌,睡覺,中樂透,出去玩,聽音樂,逛街,看電影,快樂,吃東西,玩電腦,玩遊戲,跳舞,玩樂,上ptt,打電動,聊天,中獎,戀愛,打球,運動,吃大餐,放假,約會,愛,談戀愛,看書,玩,上網",
鈍,,,,,,,,,,,,,,,,,,,,,"/c/en/blunt/a/having_a_thick_edge_or_point,_as_an_instrument,/c/en/dull/a/lacking_the_ability_to_cut_easily;_not_sharp"
酣暢,,,,,,,,,,,,,,,,,,,,,
酣,,,,,,,,,,,,,,,,,,,,,
逸樂,,,,,,,,,,,,,,,,,,,,,
進退維谷,,,,,,,,,,,,,,,,,,,,,
進退兩難,,,,,,,,,,,,,,,,,,,,,
跛腳,,,,,,,,,,,,,,,,,,,,長短腳,
跛,,,,,,,,,,,,,,,,,,,,,
超雞掰,,,,,,,,,,,,,,,,,,,,,
超雞排,,,,,,,,,,,,,,,,,,,,,
費力,跳動,,,,,,,,,,,,,,,,,,,,/c/en/effort/n/the_amount_of_work_involved_in_achieving_something
貶抑,,,,,,,,,,,,,,,,,,,,,
詛咒,,,"巫師,祭司,魔女,法師,惡魔,女巫",,,"上帝,考生,咒術師,酋長",,,,,"生氣,發怒,塞車",,,,,,,,,"惡魔,做壞事,巫婆,罵人,惡魔果實,說謊,騙鄉民,背殺,看電視,討厭的東西","/c/en/anathema/n/ban_or_curse,/c/en/malediction/n/curse,/c/en/anathema/n/imprecation,/c/en/curse/n/supernatural_detriment"
詐騙,,,電話,,,"詐騙集團,上網",,,,,,,,,,,,,,"網路,打電腦,貪婪,叮咚叮咚","/c/en/fraud/n/assumption_of_a_false_identity_to_such_deceptive_end,/c/en/fraud/n/an_act_of_deception"
訴苦,,"找朋友,打電話,告訴小狗,聊天,找家人,上ptt,寫下來,跟媽媽說",朋友,,,,,,"痛苦時,難過,傷心,失戀",,"難過,心情失落,傷心,失戀,思念某人時,心情不好",,,,,,,,,"悲傷,難過,傷心",
虛驚,,,,,,,,,,,,,,,,,,,,,
虛榮心,,"養寵物,考第一名",,,,"窮人,有錢人,人,上進的人,女人,小人,勢力眼的人,狗腿人,勝利",,,,,,,,,,,,,,購物,/c/en/vanity/n/excessive_pride
虛榮,,"買手機,打扮",,,,,,,,,,,崇尚名牌,,,,,,名牌,"錢財,車子,權力",
虛弱不堪,,,,,,,,,,,,,,,,,,,,,
虛弱,,"生病,那麼愛生病,淋雨",,,,病人,,,"生病,發燒",,,,,,,,,,,"生病,拉肚子,嘔吐,感冒,沒吃補丸,哀,難過,受傷,月經來,流血,失眠,走火入魔","/c/en/frail/a/easily_broken,_mentally_or_physically_fragile"
虛心,,,,,,,,,,,,,,,,,,,,沒讀書,
虛,,,,,,鄉民,,,,,,,,偽裝,,,,,,,
著魔,,,,,,,,,,,,,,,,,,,,愛情,/c/en/obsess/a/fixated_on_a_single_topic_or_emotion
著慌,,,,,,,,,,,,,,,,,,,,,
著迷,,看電視,看電視,,,,,,,,,,,,,,,,,"看小說,哈利波特,遊戲,玩遊戲,漫畫,美女,喜歡的女生,戀愛,打電動,演唱會,玩電腦,買股票,看電視,玩ndsl,正妹,電影,魔法,電子寵物,偶像,帥哥,心儀的人出現,看書,打線上遊戲","/c/en/obsession/n/unhealthy_fixation,/c/en/captivate/v/to_attract_and_hold_interest_and_attention_of"
著急,慌張,"慌張,流淚,生氣,打電話找人",,,,,,,"戒指卡住,電話響,火災,焦慮,精神亢奮,地震時,興奮,不安,有急事",,,,,,,,,,,減薪,
著忙,,,,,,,,,,,,,,,,,,,,,
萎靡不振,,,,,,,,,,,,,,,,,,,,"沮喪,吸毒,失戀,沒睡飽,嗑藥,被打槍",
菲薄,,,,,,,,,,,,,,,,,,,,,
華麗,,,,,,,,,,,,,"紫色,鮮豔",,,,,,,,
舒適,春天,"洗澡,買車,睡覺",,,,房子,,,,,,,,,,,,,"家具,/c/en/saint-bonnet-sur-gironde","洗澡,椅子,睡覺,放鬆括約肌,打掃房間,電風扇","/c/en/comfort/n/contentment,_ease"
舒暢,,,,,,單人床,,,放屁時,,,,"吃冰,雨",,,,,,,"運動,喝水,大便,洗澡,按摩,泡澡,小便,睡覺,運動完喝水,吹風,上ptt,打球,薄荷奶,上廁所,伸懶腰,快樂,喝醉酒",
舒服,,"洗澡,睡覺,開冷氣,放屁","冷氣,做愛",,,,,,"做愛,放屁,洗澡",,洗澡,,,,,,睡覺,,,"睡覺,洗澡,按摩,聽音樂,吃飯,大便,喝水,放屁,泡澡,休息,運動,泡溫泉,做愛,看書,上ptt,冷氣,上廁所,吹冷氣,抓癢,尿尿,開冷氣,我,摳腳,吃飽,泡湯,蘇湖,喝飲料,摸摸,發呆,睡著,舒舒,你,愛,打球,椅子,裸睡",
舒坦,,,,,,,,,挺扁後,,,,,,,,,,,"解熱,放屁,笑",
舒心,,,,,,,,,,,,,,,,,,,,,
脾氣,,,,,,,,,,,,虛偽,,,,,,,,"失眠,月經","/c/en/temperament/n/a_person's_normal_manner_of_thinking,_behaving_or_reacting"
統治,,"權力,陳水扁",,,,,,,,,,,,,,,人民,,,,"/c/en/rule/v/to_regulate,_be_in_charge_of,_make_decisions_for,_reign_over"
絕望,沒救,"哭,跳樓,希望,昏倒,潘朵拉之盒,放棄",,,,"我,失望,沒有人",,,"跳樓,期末考,失戀",,,幸福,"黑色,流淚",,,,,,經濟大恐慌,"失望,失戀,失敗,傷心,黑暗,難過,挫折,癌症,被甩,快考試了,癌症末期,當醫生,妻離子散,賭博,家破人亡,海嘯","/c/en/desperate/a,/c/en/hopelessness/n/the_lack_of_hope;_despair,/c/en/desperation/n/the_act_of_despairing_or_becoming_desperate;_a_giving_up_of_hope"
絕倒,,,,,,,,,,,,,,,,,,,,,
絕妙,,,,,,,,,,,,,,,,,,,,,
絕口,,,,,,,,,,,,,,,,,,,,,
結巴,,,連勝文,,,,,,告白,,,,,,,,,,,"詞窮,閩南話,害羞","/c/en/stammer/v/to_stutter,/c/en/stutter/v/to_speak_with_spasmodic_repetition"
結仇,,,,,,,,,,,,,,,,,,,,,
答應,,,,,,,,,求婚,,,,打勾勾,,,,,,,願意,
等閒視之,,,,,,,,,,,,,,,,,,,,,
窘迫,,,,,,,,,,,,,,,,,,,,,
窘,,囧,,,,,,,斷線,,,,,,,,,,,,
硬氣,,,,,,,,,,,,,,,,,,,,,
睏倦,,,,,,,,,,,,,,,,,,,,,
盜,,,,,,有錢人,,,,,,,,,,,,,,,
發蒙,,,,,,,,,,,,,,,,,,,,,
發楞,,,,,,,,,,,,,,,,,,,,想睡覺,
發楚,,,,,,,,,,,,,,,,,,,,,
發慌,,,,,,,,,,,,,,,,,,,,,
發愁,,,,,,,,,,,,,,,,,,,,,
發嗲,,,,,,,,,,,,,,,,,,,,,
發傻,,,,,,,,,,,,,,,,,,,,,
發脾氣,,"喝水,拍拍胸口,默數3秒,閉眼3秒",肚子餓,,生氣,酒鬼,,,"生氣,肚子餓,不開心,疲累,不舒服,塞車",,"肚子餓,想睡覺,同事亂說話,累,肚子痛,被別人當猴子,頭痛,低能,煩躁",,,,,"髒話,嘴巴,手",,,,"生氣,肚子餓,落榜,被偷,打麻將輸錢,爆走,熬夜,生理期,被放鴿子",
發愣,,,,,,,,,,,,,,,,,,,,跳基格舞,
發臭,,,"臭酸的校長,海鮮,水溝,屍體",,,,,,,,,,,,,,,,"/c/en/dice/n/finley_quaye,/c/en/dice/n/finley_quaye",流汗,/c/en/stink/v/have_a_strong_bad_smell
發笑,,,,,,,,,,,,,,,,,,,,"笑話,腦殘,娛樂,中獎,慧慈,發瘋",
發狠,,,,,,,,,,,,,,,,,,,,"不高興,暴怒,討厭,生氣,不爽",
